codes,wav_codes,transcript,normalized_transcript,tokens,duration,gender
63,6548390732720534440.wav,"Brazil is the largest Roman Catholic country on Earth, and the Roman Catholic Church has consistently opposed the legalization of same-sex marriage in the country.",brazil is the largest roman catholic country on earth and the roman catholic church has consistently opposed the legalization of same-sex marriage in the country,b r a z i l | i s | t h e | l a r g e s t | r o m a n | c a t h o l i c | c o u n t r y | o n | e a r t h | a n d | t h e | r o m a n | c a t h o l i c | c h u r c h | h a s | c o n s i s t e n t l y | o p p o s e d | t h e | l e g a l i z a t i o n | o f | s a m e - s e x | m a r r i a g e | i n | t h e | c o u n t r y |,171840,MALE
39,4619412154243939767.wav,Each episode of the show would focus on a theme in a specific book and then explore that theme through multiple stories.,each episode of the show would focus on a theme in a specific book and then explore that theme through multiple stories,e a c h | e p i s o d e | o f | t h e | s h o w | w o u l d | f o c u s | o n | a | t h e m e | i n | a | s p e c i f i c | b o o k | a n d | t h e n | e x p l o r e | t h a t | t h e m e | t h r o u g h | m u l t i p l e | s t o r i e s |,128640,MALE
639,7313417912947625052.wav,"In 1977, Dr. Damadian completed the construction of the first “whole-body” MRI scanner, which he called the ”Indomitable”.",in 1977 dr damadian completed the construction of the first whole-body mri scanner which he called the indomitable,i n | 1 9 7 7 | d r | d a m a d i a n | c o m p l e t e d | t h e | c o n s t r u c t i o n | o f | t h e | f i r s t | w h o l e - b o d y | m r i | s c a n n e r | w h i c h | h e | c a l l e d | t h e | i n d o m i t a b l e |,174720,FEMALE
663,14742993215564819033.wav,"San Francisco has developed a large tourist infrastructure with numerous hotels, restaurants, and top-notch convention facilities.",san francisco has developed a large tourist infrastructure with numerous hotels restaurants and top-notch convention facilities,s a n | f r a n c i s c o | h a s | d e v e l o p e d | a | l a r g e | t o u r i s t | i n f r a s t r u c t u r e | w i t h | n u m e r o u s | h o t e l s | r e s t a u r a n t s | a n d | t o p - n o t c h | c o n v e n t i o n | f a c i l i t i e s |,126720,FEMALE
1447,1031118502325718324.wav,Dr. Tony Moll discovered the Extremely Drug Resistant Tuberculosis (XDR-TB) in the South African region KwaZulu-Natal.,dr. tony moll discovered the extremely drug resistant tuberculosis xdr-tb in the south african region kwazulu-natal,d r . | t o n y | m o l l | d i s c o v e r e d | t h e | e x t r e m e l y | d r u g | r e s i s t a n t | t u b e r c u l o s i s | x d r - t b | i n | t h e | s o u t h | a f r i c a n | r e g i o n | k w a z u l u - n a t a l |,205440,FEMALE
1062,17280690087299316928.wav,"Ellsworth Land is the region south of the Peninsula, bounded by the Bellingshausen Sea.",ellsworth land is the region south of the peninsula bounded by the bellingshausen sea,e l l s w o r t h | l a n d | i s | t h e | r e g i o n | s o u t h | o f | t h e | p e n i n s u l a | b o u n d e d | b y | t h e | b e l l i n g s h a u s e n | s e a |,128640,FEMALE
1048,8504959881881669833.wav,He trained as an obstetrician and began to work at the Auckland's National Women's Hospital in 1959.,he trained as an obstetrician and began to work at the auckland's national women's hospital in 1959,h e | t r a i n e d | a s | a n | o b s t e t r i c i a n | a n d | b e g a n | t o | w o r k | a t | t h e | a u c k l a n d ' s | n a t i o n a l | w o m e n ' s | h o s p i t a l | i n | 1 9 5 9 |,135360,MALE
550,16784777369008304907.wav,"Of course a first-class half-miler, a man who can beat two minutes, must be possessed of a fair amount of speed, but endurance must be cultivated at all hazards.",of course a first-class half-miler a man who can beat two minutes must be possessed of a fair amount of speed but endurance must be cultivated at all hazards,o f | c o u r s e | a | f i r s t - c l a s s | h a l f - m i l e r | a | m a n | w h o | c a n | b e a t | t w o | m i n u t e s | m u s t | b e | p o s s e s s e d | o f | a | f a i r | a m o u n t | o f | s p e e d | b u t | e n d u r a n c e | m u s t | b e | c u l t i v a t e d | a t | a l l | h a z a r d s |,376320,MALE
19,10119824476201509836.wav,"There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.",there were protests worldwide several criminal prosecutions and the leaders of the governments of iceland and pakistan both resigned,t h e r e | w e r e | p r o t e s t s | w o r l d w i d e | s e v e r a l | c r i m i n a l | p r o s e c u t i o n s | a n d | t h e | l e a d e r s | o f | t h e | g o v e r n m e n t s | o f | i c e l a n d | a n d | p a k i s t a n | b o t h | r e s i g n e d |,174720,FEMALE
509,8691875824188997679.wav,"Attention Deficit Disorder ""is a neurological syndrome whose classic defining triad of symptoms including impulsivity, distractibility, and hyperactivity or excess energy"".",attention deficit disorder is a neurological syndrome whose classic defining triad of symptoms including impulsivity distractibility and hyperactivity or excess energy,a t t e n t i o n | d e f i c i t | d i s o r d e r | i s | a | n e u r o l o g i c a l | s y n d r o m e | w h o s e | c l a s s i c | d e f i n i n g | t r i a d | o f | s y m p t o m s | i n c l u d i n g | i m p u l s i v i t y | d i s t r a c t i b i l i t y | a n d | h y p e r a c t i v i t y | o r | e x c e s s | e n e r g y |,233280,FEMALE
970,10895552280681619260.wav,"Part of its charm is the lack of visible corporate development. Paths, trains and boats connect the villages, and cars cannot reach them from the outside.",part of its charm is the lack of visible corporate development paths trains and boats connect the villages and cars cannot reach them from the outside,p a r t | o f | i t s | c h a r m | i s | t h e | l a c k | o f | v i s i b l e | c o r p o r a t e | d e v e l o p m e n t | p a t h s | t r a i n s | a n d | b o a t s | c o n n e c t | t h e | v i l l a g e s | a n d | c a r s | c a n n o t | r e a c h | t h e m | f r o m | t h e | o u t s i d e |,163200,MALE
815,8848877531159770205.wav,"Families with small children may need more preparations, but a day outdoors is easily possible even with babies and pre-school children.",families with small children may need more preparations but a day outdoors is easily possible even with babies and pre-school children,f a m i l i e s | w i t h | s m a l l | c h i l d r e n | m a y | n e e d | m o r e | p r e p a r a t i o n s | b u t | a | d a y | o u t d o o r s | i s | e a s i l y | p o s s i b l e | e v e n | w i t h | b a b i e s | a n d | p r e - s c h o o l | c h i l d r e n |,144000,MALE
1486,3864566791070300947.wav,He is speculated to make a run for president in 2016.,he is speculated to make a run for president in 2016,h e | i s | s p e c u l a t e d | t o | m a k e | a | r u n | f o r | p r e s i d e n t | i n | 2 0 1 6 |,70080,FEMALE
244,47831071101763141.wav,"Thanks for those who supported a convict like me, Siriporn was quoted as saying at a press conference.",thanks for those who supported a convict like me siriporn was quoted as saying at a press conference,t h a n k s | f o r | t h o s e | w h o | s u p p o r t e d | a | c o n v i c t | l i k e | m e | s i r i p o r n | w a s | q u o t e d | a s | s a y i n g | a t | a | p r e s s | c o n f e r e n c e |,110400,FEMALE
556,3563154069936737272.wav,Athletes may feel that they prefer a product even when it provides no real benefits.,athletes may feel that they prefer a product even when it provides no real benefits,a t h l e t e s | m a y | f e e l | t h a t | t h e y | p r e f e r | a | p r o d u c t | e v e n | w h e n | i t | p r o v i d e s | n o | r e a l | b e n e f i t s |,175680,FEMALE
213,12849354680197383238.wav,No one was inside the apartment.,no one was inside the apartment,n o | o n e | w a s | i n s i d e | t h e | a p a r t m e n t |,50880,MALE
361,10704467032096521906.wav,"The next picture shows the atoms emitting photons. Of course, in reality photons are a lot smaller than those in the picture.",the next picture shows the atoms emitting photons of course in reality photons are a lot smaller than those in the picture,t h e | n e x t | p i c t u r e | s h o w s | t h e | a t o m s | e m i t t i n g | p h o t o n s | o f | c o u r s e | i n | r e a l i t y | p h o t o n s | a r e | a | l o t | s m a l l e r | t h a n | t h o s e | i n | t h e | p i c t u r e |,155520,FEMALE
342,17303050633247059635.wav,"Regarding the global financial situation, Zapatero continued by saying that ""the financial system is a part of the economy, a crucial part.",regarding the global financial situation zapatero continued by saying that the financial system is a part of the economy a crucial part,r e g a r d i n g | t h e | g l o b a l | f i n a n c i a l | s i t u a t i o n | z a p a t e r o | c o n t i n u e d | b y | s a y i n g | t h a t | t h e | f i n a n c i a l | s y s t e m | i s | a | p a r t | o f | t h e | e c o n o m y | a | c r u c i a l | p a r t |,170880,MALE
1251,14091993859328230151.wav,Everyone can achieve enlightenment. The only thing standing in the way of this goal is our own tension and negativity.,everyone can achieve enlightenment the only thing standing in the way of this goal is our own tension and negativity,e v e r y o n e | c a n | a c h i e v e | e n l i g h t e n m e n t | t h e | o n l y | t h i n g | s t a n d i n g | i n | t h e | w a y | o f | t h i s | g o a l | i s | o u r | o w n | t e n s i o n | a n d | n e g a t i v i t y |,144000,FEMALE
1416,12407773107008716712.wav,"Mutations can have a variety of different effects depending on the type of mutation, the significance of the piece of genetic material affected and whether the cells affected are germ-line cells.",mutations can have a variety of different effects depending on the type of mutation the significance of the piece of genetic material affected and whether the cells affected are germ-line cells,m u t a t i o n s | c a n | h a v e | a | v a r i e t y | o f | d i f f e r e n t | e f f e c t s | d e p e n d i n g | o n | t h e | t y p e | o f | m u t a t i o n | t h e | s i g n i f i c a n c e | o f | t h e | p i e c e | o f | g e n e t i c | m a t e r i a l | a f f e c t e d | a n d | w h e t h e r | t h e | c e l l s | a f f e c t e d | a r e | g e r m - l i n e | c e l l s |,218880,MALE
493,10107574418864810960.wav,The civilisation flourished in the basins of the Indus River wherefore it derives its name.,the civilisation flourished in the basins of the indus river wherefore it derives its name,t h e | c i v i l i s a t i o n | f l o u r i s h e d | i n | t h e | b a s i n s | o f | t h e | i n d u s | r i v e r | w h e r e f o r e | i t | d e r i v e s | i t s | n a m e |,123840,MALE
862,15616212993600346390.wav,"At home, due to this constant exposure to the local germs, odds are very high that you're already immune to them.",at home due to this constant exposure to the local germs odds are very high that you're already immune to them,a t | h o m e | d u e | t o | t h i s | c o n s t a n t | e x p o s u r e | t o | t h e | l o c a l | g e r m s | o d d s | a r e | v e r y | h i g h | t h a t | y o u ' r e | a l r e a d y | i m m u n e | t o | t h e m |,114240,FEMALE
